Date,signal,short_mavg,long_mavg,positions
2022-02-24 00:00:00-05:00,0.0,265.1488850911458,298.0887976074219,0.0
2022-02-25 00:00:00-05:00,0.0,263.85333251953125,295.60346435546876,0.0
2022-02-28 00:00:00-05:00,0.0,275.67444864908856,294.6238647460938,0.0
2022-03-01 00:00:00-05:00,0.0,282.74110921223956,293.74879760742186,0.0
2022-03-02 00:00:00-05:00,0.0,290.52110799153644,293.2353308105469,0.0
2022-03-03 00:00:00-05:00,0.0,287.0611063639323,291.92706420898435,0.0
2022-03-04 00:00:00-05:00,0.0,284.163330078125,292.0495971679687,0.0
2022-03-07 00:00:00-05:00,0.0,275.79555257161456,291.49266357421874,0.0
2022-03-08 00:00:00-05:00,0.0,274.14110310872394,289.9950634765625,0.0
2022-03-09 00:00:00-05:00,0.0,276.4388834635417,289.03133056640627,0.0
2022-03-10 00:00:00-05:00,0.0,280.185546875,288.13319702148436,0.0
2022-03-11 00:00:00-05:00,0.0,276.95777384440106,286.85599731445313,0.0
2022-03-14 00:00:00-04:00,0.0,266.66888427734375,284.763330078125,0.0
2022-03-15 00:00:00-04:00,0.0,262.6233317057292,283.3573303222656,0.0
2022-03-16 00:00:00-04:00,0.0,267.60999552408856,282.2670629882812,0.0
2022-03-17 00:00:00-04:00,0.0,279.3022155761719,281.46172973632815,0.0
2022-03-18 00:00:00-04:00,1.0,290.8022155761719,281.4729296875,1.0
2022-03-21 00:00:00-04:00,1.0,299.79444376627606,282.28839721679685,0.0
2022-03-22 00:00:00-04:00,1.0,313.39222208658856,283.8646630859375,0.0
2022-03-23 00:00:00-04:00,1.0,323.80556233723956,284.8870642089844,0.0
2022-03-24 00:00:00-04:00,1.0,334.1122233072917,286.094130859375,0.0
2022-03-25 00:00:00-04:00,1.0,335.9633382161458,287.8846643066406,0.0
2022-03-28 00:00:00-04:00,1.0,346.26666259765625,291.01613037109377,0.0
2022-03-29 00:00:00-04:00,1.0,355.78333536783856,294.7233312988281,0.0
2022-03-30 00:00:00-04:00,1.0,365.04444376627606,299.1226647949219,0.0
